"nombre_barrio","cliente"
San Vicente,"3.70488E+18"
El Sena,-7.34844E+18
Santa Mónica Residencial,"3.25444E+18"
San Vicente,-4.02653E+18
Urbanización San Juaquín,"8.53925E+18"
Urbanización Militar,-3.14655E+18
El Sena,"7.84162E+18"
Versalles,"3.60536E+18"
Laureano Gómez,-9.10204E+18
San Pedro,-4.11976E+18
San Vicente,"4.19938E+18"
Pampalinda,"8.57756E+17"
Lili,"5.81656E+18"
Unidad Residencial Santiago de Cali,"7.38362E+18"
San Nicolás,-3.30695E+18
Flora Industrial,-4.14847E+18
Unicentro Cali,"3.57157E+18"
Olaya Herrera,"3.3738E+18"
Parcelaciones Pance,-7.53932E+18
Ville Grande,-1.20092E+18
Granada,"1.99962E+18"
Prados del Norte,-1.47138E+18
Unidad Residencial Santiago de Cali,"6.37112E+18"
Unicentro Cali,"3.56018E+18"
Chipichape,-7.29909E+18
El Cedro,-7.09542E+18
El Guabal,"4.30403E+18"
Urbanización San Juaquín,-5.33314E+18
El Sena,-1.3149E+18
Versalles,"5.7886E+18"
Calima,"3.68378E+18"
Nueva Floresta del Ict,"4.07074E+18"
Prados del Norte,"4.78203E+18"
La Paz,"6.29E+18"
Unidad Residencial Santiago de Cali,-3.31945E+18
El Jardín,"6.33185E+18"
San Fernando Viejo,"8.2654E+18"
Unidad Residencial Santiago de Cali,"4.09227E+18"
San Fernando Viejo,"8.06816E+18"
Urbanización Militar,"6.78457E+18"
La Selva,"3.38237E+18"
Chipichape,"7.98868E+18"
El Troncal,-7.9106E+18
Chipichape,-3.92002E+18
Parcelaciones Pance,"2.88396E+18"
El Sena,"1.85573E+18"
San Pedro,-7.69183E+18
Mayapan-Las Vegas,"3.13529E+17"
El Sena,"4.97239E+18"
San Cristobal,-6.20822E+18
Urbanización San Juaquín,-9.01538E+18
Unidad Residencial Santiago de Cali,"2.86501E+18"
Urbanización San Juaquín,-1.20788E+18
Urbanización Militar,"1.67871E+18"
Prados del Norte,-1.68294E+18
Lili,-4.06316E+18
Los Guayacanes,"5.2255E+18"
El Sena,-1.52121E+18
San Vicente,"6.09911E+18"
Caney,"1.15673E+18"
San Fernando Nuevo,"5.0574E+18"
Torres de Comfandi,"5.65543E+17"
El Calvario,"3.89105E+17"
El Cedro,"4.24276E+17"
Mariano Ramos,"1.78488E+18"
Prados del Norte,"1.74023E+18"
El Calvario,"9.05656E+18"
San Pedro,"2.78128E+18"
El Sena,"8.46633E+18"
Camino Real-Los Fundadores,"7.2728E+18"
San Vicente,-2.21146E+18
San Nicolás,"4.57308E+18"
El Sena,"7.81833E+18"
El Gran Limonar,-4.05571E+18
Chipichape,"8.8942E+18"
Unidad Residencial Santiago de Cali,"7.50551E+18"
San Fernando Nuevo,"8.61908E+18"
Urbanización San Juaquín,-2.57581E+18
República de Israel,-1.69949E+18
Departamental,"7.44186E+18"
Chipichape,-8.96731E+18
Puerta del Sol,-8.95661E+18
Salomia,-1.32045E+18
Versalles,"7.66903E+18"
San Vicente,-4.11825E+17
Industrial,-8.39428E+17
Unicentro Cali,"2.82431E+18"
Parcelaciones Pance,-6.99541E+18
Juanambu,-6.33907E+18
Urbanización Río Lili,-3.07855E+18
Chipichape,"8.30642E+18"
Junin,"5.72033E+18"
Nueva Floresta del Ict,-1.19568E+18
La Ciudadela Confandi,"7.89158E+18"
La Merced,"5.21597E+18"
Unicentro Cali,-1.16934E+18
San Fernando Nuevo,-3.1508E+18
Chapinero,-3.03079E+18
Urbanización Militar,"4.63245E+18"
Chapinero,-6.34386E+18
Unidad Residencial Santiago de Cali,"2.0594E+18"
San Vicente,-7.47594E+18
Urbanización Río Lili,-1.08067E+18
Unidad Residencial Santiago de Cali,"3.21267E+17"
El Guabal,"2.71855E+18"
Urbanización La Flora,-8.61043E+18
Urbanización San Juaquín,"2.28755E+18"
La Alianza,"8.78827E+18"
San Vicente,"7.96326E+18"
San Vicente,"8.81545E+18"
San Pedro,-3.71954E+18
Las Acacias,"7.37311E+18"
El Sena,-1.23182E+18
El Jardín,"4.24618E+18"
El Sena,"1.38575E+18"
Flora Industrial,-5.99545E+18
Julio Rincón,"7.67609E+18"
San Fernando Viejo,"3.68919E+18"
Urbanización San Juaquín,-8.00975E+17
San Nicolás,-5.66277E+18
Los Alcázares,-5.15452E+18
Área Libre-Parque del Amor,-1.7266E+18
El Peñón,"4.44503E+18"
Urbanización Militar,"9.08359E+18"
Calima,"1.22524E+18"
Urbanización Tequendama,-7.23669E+18
San Pedro,"6.08382E+18"
Chipichape,"5.40448E+18"
Los Guaduales,-1.70348E+18
San Vicente,"4.12342E+18"
Área Libre-Parque del Amor,-5.00442E+18
Colseguros Andes,-7.94514E+18
Urbanización La Flora,"6.40569E+18"
Ciudad Capri,-4.22451E+17
Los Chorros,-3.05906E+18
El Troncal,"6.71288E+18"
Chipichape,-9.17137E+18
La Ciudadela Confandi,-1.43669E+18
Versalles,-6.05629E+17
El Troncal,-6.10505E+18
Calimio Desepaz,-7.26244E+18
Parcelaciones Pance,-2.62825E+18
Santa Mónica Residencial,"1.31804E+18"
Sucre,"7.54678E+18"
Chipichape,"4.48602E+18"
El Calvario,"1.48729E+18"
Urbanización Ciudad Jardín,-1.37909E+17
Santa Rita,"7.19522E+17"
Urbanización San Juaquín,"5.21366E+18"
San Vicente,-3.35822E+18
Los Alcázares,"6.42343E+18"
El Cedro,"3.01082E+18"
Prados del Norte,-4.34923E+18
El Sena,-5.04726E+18
La Merced,"5.09945E+18"
Urbanización Militar,-1.37035E+18
San Pedro,"7.23761E+18"
La Flora,-6.58555E+18
Prados del Norte,"7.03065E+17"
Santa Rita,-8.50284E+18
Santa Mónica Residencial,"7.99869E+18"
San Nicolás,"7.83805E+18"
Sucre,"6.27349E+18"
Prados del Norte,-6.6231E+18
Junin,-6.58121E+18
San Pedro,-8.25569E+18
Santa Mónica Residencial,-4.19164E+18
Santa Mónica Residencial,"3.84458E+18"
San Fernando Nuevo,-2.91018E+18
Los Guaduales,-9.05208E+18
San Vicente,-8.02682E+18
San Vicente,"6.15885E+18"
San Pedro,-2.16359E+18
San Vicente,"5.21021E+18"
Unidad Residencial Santiago de Cali,"4.72965E+18"
San Vicente,"7.82272E+18"
Unicentro Cali,"6.82909E+18"
Ciudad Córdoba,"2.1003E+18"
San Vicente,-7.93128E+18
Flora Industrial,-1.92068E+18
El Troncal,"5.4336E+18"
Paseo del Comercio,-1.54562E+18
Sucre,"1.68385E+18"
Los Alcázares,"1.56854E+18"
El Gran Limonar,-4.13145E+18
Municipal,"5.78672E+18"
El Sena,"9.1836E+18"
San Pedro,-2.49892E+18
Santander,"1.71646E+18"
Versalles,-8.10592E+18
Versalles,"1.03381E+18"
San Vicente,-6.59918E+18
Guayaquil,"1.48598E+17"
Los Parques,-4.81739E+18
Ville Grande,-5.60091E+18
Flora Industrial,"4.76198E+18"
Unidad Residencial Santiago de Cali,-2.16359E+18
San Vicente,"7.07732E+18"
La Independencia,-6.47378E+17
Laureano Gómez,"4.22976E+18"
Urbanización San Juaquín,-1.14135E+18
San Vicente,-3.46941E+18
Los Guayacanes,"7.87825E+18"
Chipichape,-4.11734E+18
Ciudad Capri,"2.24594E+18"
Canaverales Los Samanes,"2.0383E+18"
El Gran Limonar,-3.27332E+18
Unicentro Cali,-4.2566E+17
Unicentro Cali,"7.80903E+18"
San Fernando Nuevo,-4.50884E+18
San Vicente,-3.81334E+18
Saavedra Galindo,-7.8789E+18
San Fernando Viejo,-6.39698E+17
El Peñón,-9.01015E+18
Santa Rita,"6.25754E+18"
San Vicente,"3.24653E+18"
El Troncal,"6.79284E+18"
San Vicente,-7.85628E+17
Parcelaciones Pance,-4.87027E+18
Sucre,-1.94509E+18
Flora Industrial,-6.28066E+17
Urbanización San Juaquín,-3.92979E+17
El Sena,-8.65349E+18
Unidad Residencial Santiago de Cali,-5.42015E+17
El Jardín,-6.91242E+18
Chapinero,-7.92181E+18
Santa Fe,-7.02848E+18
El Guabal,"3.79012E+18"
San Pedro,"6.40569E+18"
Parcelaciones Pance,-2.87103E+18
Ciudad Capri,"1.37001E+18"
José Manuel Marroquin I,-8.5778E+18
Las Delicias,-2.393E+18
Colseguros Andes,-5.01516E+18
Chipichape,-1.44757E+18
Desepaz Invicali,"5.28884E+18"
Urbanización La Flora,"1.88397E+17"
Urbanización Militar,"2.62458E+18"
Chapinero,-4.95952E+18
Ciudad Capri,"8.80439E+18"
Unicentro Cali,-8.82331E+18
El Sena,-8.86937E+18
El Troncal,-7.63151E+18
Santander,-5.28379E+18
El Ángel del Hogar,"5.85338E+18"
San Vicente,-5.38036E+18
Bretana,"6.90419E+18"
Santa Mónica Residencial,-2.34455E+18
Urbanización San Juaquín,-2.27765E+16
Urbanización La Flora,-2.07642E+18
Unidad Residencial Santiago de Cali,-6.26751E+18
Urbanización La Flora,"2.19755E+18"
Chapinero,-6.68454E+18
El Gran Limonar,"4.78642E+18"
Chapinero,-1.23447E+18
Junin,-7.02218E+18
San Pedro,-1.69476E+18
Prados del Norte,"8.44042E+18"
El Calvario,-3.75818E+18
Santa Mónica Residencial,-3.2362E+18
San Vicente,-4.39724E+18
El Ingenio,"1.84962E+18"
Unicentro Cali,"6.59366E+18"
El Peñón,"7.74179E+18"
Unidad Residencial Santiago de Cali,"6.14241E+18"
El Ingenio,-4.03644E+18
Versalles,"6.32387E+18"
Juanambu,-2.69935E+18
Urbanización La Flora,-4.27472E+18
San Vicente,-3.48212E+18
San Vicente,-3.40655E+18
Versalles,"9.10241E+18"
El Sena,-2.5319E+18
Siete de Agosto,"5.00093E+18"
Urbanización Militar,-2.33154E+18
San Nicolás,-6.28119E+18
Paseo del Comercio,"7.82509E+18"
Canaverales Los Samanes,-3.80363E+18
San Pedro,"7.76516E+18"
Urbanización Tequendama,"6.03423E+18"
Los Guaduales,-3.79592E+18
El Sena,"5.35029E+18"
Santander,"5.25484E+18"
Ciudad Córdoba,-2.5272E+17
Santa Mónica Residencial,"6.02338E+18"
La Merced,-1.51382E+18
"3 de Julio","4.30798E+18"
Industrial,-2.55439E+18
Ville Grande,"5.52271E+18"
Versalles,-4.48936E+18
San Nicolás,"7.74563E+18"
El Calvario,"6.33499E+18"
Bajos Ciudad Córdoba,"1.27676E+18"
El Troncal,-2.24853E+18
San Vicente,-4.66302E+18
Granada,"2.99078E+17"
San Pedro,"6.37592E+18"
San Vicente,"2.42502E+18"
El Ángel del Hogar,"1.34463E+18"
Urbanización La Flora,-3.40878E+18
Calima,-6.55813E+18
Urbanización San Juaquín,"2.53863E+18"
Junin,"4.6257E+18"
Versalles,"6.26932E+18"
Juanambu,-7.08808E+18
Chipichape,-5.5217E+18
El Calvario,"6.85536E+18"
San Vicente,"6.65376E+18"
El Calvario,"1.06548E+18"
Versalles,"4.77285E+18"
Junin,"6.82399E+18"
Chapinero,-3.97644E+18
El Peñón,"2.67123E+17"
Nueva Floresta del Ict,"3.60872E+17"
Parcelaciones Pance,"4.23819E+18"
Los Alcázares,-5.77741E+18
San Fernando Nuevo,-3.14888E+18
Prados del Norte,"4.1164E+17"
Unicentro Cali,-2.79762E+18
La Merced,-7.60294E+18
Ciudad 2000,"6.95174E+18"
Ciudad Los Álamos,-6.52421E+18
Urbanización Militar,"2.96139E+18"
Área Libre-Parque del Amor,-7.27976E+18
Santander,"8.42904E+18"
Cristobal Colón,-7.86295E+17
Lili,-5.45086E+18
Urbanización San Juaquín,-7.30379E+18
El Troncal,"2.48379E+18"
El Peñón,-8.02358E+18
San Vicente,-9.72818E+17
Versalles,"3.50477E+18"
Colseguros Andes,"6.41704E+18"
Los Alcázares,"3.0807E+18"
El Cedro,-6.76801E+18
San Nicolás,-3.54156E+18
Lili,"1.78133E+18"
El Gran Limonar,-5.59629E+18
San Fernando Nuevo,-3.77252E+17
Chipichape,-5.19609E+18
Urbanización San Juaquín,"8.34461E+17"
Unidad Residencial Santiago de Cali,"7.97723E+18"
Ciudad Capri,"1.4669E+18"
San Pedro,"6.01608E+18"
Santa Mónica Residencial,"1.10212E+18"
Unicentro Cali,-3.16692E+17
Olímpico,-6.90654E+18
Urbanización Ciudad Jardín,-1.84724E+18
El Dorado,"3.13903E+18"
Unicentro Cali,"3.31699E+18"
Los Guayacanes,"7.72374E+18"
Granada,"2.54588E+18"
Nueva Floresta del Ict,"5.60858E+18"
Juanambu,"5.1058E+18"
La Flora,-6.02945E+17
San Pedro,-5.21841E+18
Calima,-3.5901E+17
Unidad Residencial Santiago de Cali,"3.50077E+18"
Los Sauces,"2.61448E+18"
Parcelaciones Pance,"7.71561E+18"
El Troncal,-4.56682E+18
San Vicente,"7.53949E+18"
Urbanización Ciudad Jardín,"4.59012E+18"
Mariano Ramos,-2.0711E+18
San Pedro,-3.29244E+18
El Sena,"7.92261E+18"
Chipichape,"6.24803E+18"
Chapinero,"3.60331E+18"
Sucre,-5.60054E+18
San Vicente,"7.5141E+16"
Ciudad Capri,"5.70283E+18"
Chipichape,"5.71299E+18"
Laureano Gómez,-7.74718E+18
Urbanización Militar,"8.14201E+18"
Primero de Mayo,"1.70543E+18"
El Peñón,"6.1748E+18"
San Pedro,-5.49844E+18
Santander,-1.55397E+18
Santa Rita,"2.19963E+17"
Urbanización San Juaquín,-7.08513E+18
Urbanización San Juaquín,-2.59522E+18
San Nicolás,"8.45596E+18"
Chipichape,"5.31106E+18"
Chipichape,-6.24127E+18
Juanambu,"8.40914E+18"
Los Guayacanes,"7.67037E+17"
San Nicolás,"9.08571E+18"
Alameda,"4.86404E+18"
Lili,"8.62581E+18"
Urbanización Tequendama,-1.62672E+18
Urbanización La Flora,"5.60973E+18"
El Calvario,-6.91541E+18
Juanambu,-4.43957E+18
Lili,"4.26121E+18"
La Base,"8.42249E+18"
Urbanización Militar,"5.87401E+18"
San Vicente,"3.53891E+18"
Urbanización San Juaquín,-3.94867E+16
Chapinero,"7.55079E+18"
Julio Rincón,-7.92568E+17
San Vicente,"7.26883E+18"
San Fernando Nuevo,-5.99276E+18
Parcelaciones Pance,-4.10539E+18
Municipal,-1.05948E+18
Guayaquil,"1.53482E+18"
Vipasa,"8.47621E+18"
Juanambu,-6.11599E+18
Versalles,"3.37999E+18"
San Pedro,"2.34364E+18"
La Flora,-8.51169E+18
San Pedro,"6.95094E+17"
Urbanización Ciudad Jardín,"1.3051E+18"
San Vicente,"9.21381E+18"
Sucre,"2.7237E+17"
Chipichape,"5.39321E+18"
El Cedro,"1.00894E+18"
Santa Mónica Residencial,"3.52439E+18"
San Pedro,"9.32946E+17"
Los Alcázares,-7.93421E+18
Santa Rita,-5.58941E+18
San Fernando Nuevo,"2.03991E+17"
Juanambu,-4.44167E+18
Antonio Nariño,"8.85409E+18"
Centenario,-7.04052E+18
Bolivariano,"9.05907E+18"
Sucre,-8.80287E+18
Barrio Eucarístico,-5.42185E+18
La Merced,-3.45786E+18
San Fernando Nuevo,"7.61782E+18"
El Gran Limonar,"5.80511E+18"
San Vicente,-2.47325E+18
El Cedro,-3.55274E+18
El Troncal,"7.39027E+17"
Colseguros Andes,"2.07405E+18"
Parcelaciones Pance,-7.12738E+18
Lili,"2.6568E+18"
Versalles,-2.96897E+17
San Vicente,-8.78857E+17
El Calvario,-7.51481E+16
Urbanización Militar,-7.844E+18
El Calvario,"1.55082E+18"
Urbanización San Juaquín,-7.59303E+18
San Nicolás,-6.29345E+18
Calima,"3.98273E+18"
Urbanización Río Lili,-3.47176E+17
San Vicente,-7.78396E+18
Calima,-3.19089E+18
Chipichape,"3.86858E+16"
San Pedro,"8.13046E+18"
Chipichape,"5.77387E+18"
Urbanización Ciudad Jardín,"8.2095E+18"
Siete de Agosto,"1.8271E+17"
Guayaquil,"4.38164E+17"
Ciudad Los Álamos,-2.86796E+18
San Pedro,-3.76391E+18
Villa del Prado-El Guabito,-4.40798E+17
Caney,-6.50109E+18
Bretana,"3.57937E+18"
El Cedro,-5.45108E+18
Prados del Norte,-1.21426E+18
San Vicente,-5.68193E+18
Lili,"8.92885E+17"
Chipichape,-2.08035E+18
San Vicente,-3.86068E+18
Santa Teresita,-7.67698E+18
Urbanización La Flora,"3.30311E+18"
La Merced,"2.13859E+18"
Bolivariano,"5.47546E+18"
Santa Mónica Residencial,"1.88094E+16"
Centenario,-3.91617E+18
San Vicente,"1.93902E+18"
Los Guayacanes,"7.25377E+18"
Urbanización San Juaquín,-5.72075E+18
San Vicente,"9.09531E+18"
San Nicolás,"5.4239E+18"
Urbanización San Juaquín,"8.11372E+18"
Lili,"5.51841E+18"
Champagnat,-4.5452E+18
Versalles,-5.70487E+18
El Calvario,-3.41133E+18
Chipichape,-9.16235E+18
Sucre,-8.64984E+18
Urbanización Río Lili,-2.8017E+18
El Calvario,"1.12017E+18"
Prados del Norte,-6.11774E+18
San Vicente,-7.97327E+18
El Gran Limonar,"8.09771E+18"
El Sena,"3.55767E+18"
Mayapan-Las Vegas,"1.86402E+18"
San Cayetano,-8.64405E+17
Unidad Residencial Santiago de Cali,"2.88604E+17"
Los Comuneros II,"7.51665E+18"
Lili,"4.17624E+18"
Urbanización La Flora,"8.35128E+18"
San Pedro,"7.04557E+18"
Prados del Norte,"2.15278E+18"
Chipichape,-3.45496E+18
Santa Isabel,-2.92837E+18
Santander,"8.79324E+18"
El Cedro,-4.31108E+18
La Merced,-5.46323E+18
Paseo del Comercio,-6.52311E+18
Urbanización La Flora,-3.6861E+18
San Vicente,-6.28212E+18
La Flora,-5.18236E+18
Chipichape,"4.45755E+18"
San Vicente,"4.05219E+18"
San Pedro,"2.53078E+18"
Prados del Norte,-4.75529E+18
Los Sauces,"7.56305E+18"
Chipichape,"7.94347E+18"
San Vicente,"1.47224E+18"
San Vicente,"6.65314E+18"
Prados del Norte,-1.69628E+18
San Pedro,"7.80891E+17"
Sucre,-2.89023E+18
La Flora,"7.18515E+18"
Los Alcázares,-4.78526E+18
San Vicente,-1.43087E+18
El Sena,-5.43231E+18
Olaya Herrera,"3.50007E+18"
Prados del Norte,-2.88628E+18
El Cedro,"3.27474E+18"
Urbanización San Juaquín,"5.15554E+18"
Los Alcázares,-7.64746E+18
Santa Anita,-5.4712E+18
Santa Teresita,-4.7447E+18
Sucre,-1.30759E+18
Parque de la Caña,"3.00221E+18"
San Pedro,-6.95363E+18
Ulpiano Lloreda,-8.25017E+18
Calimio Desepaz,-3.95468E+17
Chipichape,-5.8912E+18
Unicentro Cali,-7.58645E+18
San Pedro,-4.04415E+18
Lili,-2.86596E+18
El Ángel del Hogar,-6.07935E+18
El Cedro,"1.53255E+18"
San Vicente,-6.59722E+18
El Cedro,"5.17355E+18"
San Vicente,"4.06451E+18"
Urbanización Militar,"3.82028E+18"
Granada,"1.08216E+18"
Versalles,-1.46896E+18
Urbanización San Juaquín,"8.85064E+17"
La Fortaleza,"1.88938E+18"
San Fernando Nuevo,"8.6153E+18"
Junin,-5.86041E+18
Los Libertadores,"1.42665E+17"
Urbanización Ciudad Jardín,-6.71801E+18
Urbanización Tequendama,-8.45341E+18
Urbanización La Flora,-2.91444E+18
Sucre,-2.29288E+17
Prados del Norte,"5.39154E+18"
Aguacatal,-6.73506E+18
Lili,"2.56267E+18"
Urbanización La Flora,-6.71854E+18
Chapinero,"9.05456E+18"
San Fernando Nuevo,-4.55914E+18
Junin,-8.42998E+18
Santa Rita,"1.00476E+18"
Urbanización Militar,"5.62586E+18"
Santa Anita,-2.99462E+18
San Vicente,-1.50294E+18
Unidad Residencial Santiago de Cali,-6.94954E+18
Lili,"1.80986E+18"
Calima,-3.52992E+18
Juanambu,-9.0616E+18
San Fernando Nuevo,-4.6049E+18
El Cedro,"5.18775E+18"
San Fernando Viejo,-3.65135E+18
Ciudadela Floralia,-8.78511E+18
La Paz,-4.58781E+18
San Pedro,"3.29364E+18"
San Nicolás,-5.6469E+18
Chapinero,-5.88117E+18
Lili,"8.01621E+18"
Prados del Norte,"6.34651E+17"
San Vicente,-3.95391E+18
Santa Mónica Residencial,"7.85758E+18"
El Limonar,"9.27577E+17"
Lili,"6.56923E+18"
Urbanización La Flora,"8.79275E+18"
Camino Real-Joaquín Borrero,-3.50507E+18
Urbanización Militar,-7.18822E+18
Santa Mónica Residencial,-3.28247E+18
Santander,-4.25255E+18
Guayaquil,"2.8797E+18"
San Pedro,"2.19251E+18"
Santa Mónica Residencial,"7.74123E+18"
El Cedro,"6.71034E+18"
Buenos Aires,-1.40743E+18
Santa Rosa,-7.03468E+18
Urbanización Militar,-5.82081E+18
San Pedro,"5.60189E+18"
La Merced,"3.02641E+18"
San Pedro,-6.04426E+18
Lili,"4.42461E+18"
El Cedro,-2.45164E+18
Chapinero,-1.57062E+18
Urbanización Ciudad Jardín,"2.47093E+18"
La Merced,-8.09167E+18
El Cedro,-3.98476E+18
Primero de Mayo,-8.81921E+18
La Merced,-2.17834E+18
Saavedra Galindo,"5.73943E+18"
Urbanización San Juaquín,-5.21277E+18
El Gran Limonar,"1.01674E+17"
Los Alcázares,"5.10882E+18"
El Troncal,"6.85881E+18"
Alameda,-1.65876E+18
Santander,-2.26498E+18
Santa Mónica Residencial,-3.21454E+18
Calima,-6.48302E+18
San Vicente,-7.7942E+18
San Fernando Viejo,-4.38684E+18
Camino Real-Joaquín Borrero,"6.13863E+18"
Área Libre-Parque del Amor,-1.57859E+17
El Gran Limonar,"3.89168E+18"
Parcelaciones Pance,"1.25488E+18"
Santander,"2.22985E+18"
Unidad Residencial Santiago de Cali,-5.49245E+18
Unidad Residencial Santiago de Cali,-2.00068E+17
Santa Anita,"1.12155E+18"
Torres de Comfandi,-3.27145E+18
Cristobal Colón,-2.10452E+18
Santa Mónica Residencial,"7.65134E+18"
Bolivariano,"5.13292E+18"
Versalles,-3.95392E+17
Ciudad Los Álamos,"2.35753E+18"
Ciudad Capri,-3.92217E+18
Los Alcázares,-7.42918E+17
La Independencia,"8.47048E+18"
El Sena,"4.39527E+18"
Chipichape,-8.65928E+18
Santa Mónica Residencial,"2.60122E+18"
Santa Mónica Residencial,"5.37102E+18"
Prados del Norte,-7.38176E+18
Calima,-1.68424E+18
El Gran Limonar,"6.10434E+18"
Urbanización Ciudad Jardín,"4.78533E+18"
La Merced,-6.78642E+18
Torres de Comfandi,"9.55107E+17"
La Independencia,"9.0029E+18"
San Pedro,"2.42727E+18"
San Vicente,-6.42329E+16
Ciudad Los Álamos,"8.29147E+18"
Santander,"3.98045E+17"
Versalles,"6.60736E+18"
El Cedro,-5.02336E+18
El Calvario,-4.46087E+18
La Flora,-4.65569E+18
Juanambu,-1.97647E+17
El Gran Limonar,-2.97761E+18
Los Andes B-La Riviera,-5.68857E+18
San Vicente,-6.12166E+18
Unicentro Cali,-2.60241E+18
Los Alcázares,-3.8049E+17
Sucre,"7.75592E+18"
Los Alcázares,"3.03402E+17"
Área Libre-Parque del Amor,"1.68276E+18"
Chipichape,-5.20251E+17
Bolivariano,-4.76054E+18
San Pedro,-3.45669E+18
San Vicente,-8.3601E+17
Ciudad Capri,-8.34793E+18
Flora Industrial,-3.78905E+18
El Sena,"7.05354E+18"
Centenario,-9.11977E+18
San Pedro,-2.86386E+18
Colseguros Andes,"9.02885E+18"
Lili,-6.08137E+18
Urbanización San Juaquín,-5.37044E+18
Chapinero,"5.98677E+18"
Ciudad Los Álamos,"6.44089E+18"
San Vicente,"4.42464E+18"
El Calvario,"8.63687E+18"
El Pondaje,"4.39723E+18"
Colseguros Andes,"7.92927E+18"
Santa Mónica Residencial,"3.09309E+18"
El Jardín,"8.55913E+18"
San Fernando Viejo,"6.71416E+18"
Urbanización Ciudad Jardín,"5.53718E+18"
Desepaz Invicali,-7.76173E+18
Santa Mónica Residencial,-4.26508E+18
Primero de Mayo,"8.08107E+18"
Junin,"2.13886E+18"
Urbanización Militar,"3.62132E+18"
San Pedro,-2.40015E+17
Parcelaciones Pance,-4.08737E+18
Área Libre-Parque del Amor,-2.68953E+18
Prados del Norte,"5.31108E+18"
El Sena,-7.10946E+18
San Fernando Nuevo,"2.20043E+18"
Lili,-5.70175E+18
Los Alcázares,-5.34461E+18
Canaveralejo-Seguros Patria,"6.29438E+18"
Sucre,-3.83538E+18
San Fernando Viejo,-3.32954E+18
Calimio Desepaz,-5.59562E+18
Unicentro Cali,-8.70604E+18
Santa Mónica Residencial,"8.0848E+18"
El Troncal,-6.41889E+18
Calima,-5.55849E+18
Urbanización Militar,-7.97223E+18
San Fernando Viejo,-4.89634E+18
Versalles,-7.1639E+18
Urbanización La Flora,"9.51608E+17"
Urbanización La Flora,-8.90679E+18
El Gran Limonar,-3.05936E+18
Urbanización Tequendama,"3.13513E+18"
Urbanización La Flora,"2.71056E+18"
Unidad Residencial Santiago de Cali,"1.14147E+18"
Urbanización La Flora,"7.9868E+18"
Prados del Norte,-4.82067E+18
El Cedro,-2.58426E+18
Urbanización Ciudad Jardín,"2.45097E+18"
Urbanización Militar,"7.72653E+18"
Ciudad 2000,-2.88682E+18
San Vicente,"6.49152E+18"
Prados del Norte,"8.08869E+18"
El Gran Limonar,-9.67326E+16
Urbanización Río Lili,-4.36262E+18
Paseo del Comercio,-4.21677E+18
San Vicente,"4.69181E+18"
San Nicolás,-7.76822E+18
Unidad Residencial Santiago de Cali,-6.17759E+18
Calima,"2.44039E+18"
Santa Rosa,-1.69233E+18
Unicentro Cali,-8.28398E+18
Urbanización Ciudad Jardín,"1.41188E+18"
San Vicente,-8.52102E+18
San Pedro,"8.90399E+18"
Versalles,"5.7218E+18"
Primero de Mayo,-7.69086E+18
Vipasa,-1.80851E+18
San Fernando Viejo,"7.73179E+17"
Chipichape,-8.74977E+18
Unidad Residencial Santiago de Cali,"4.82315E+18"
San Pedro,"7.9868E+18"
Granada,-8.49111E+18
Lili,"4.91923E+18"
San Pedro,"9.48448E+17"
El Calvario,"7.73864E+18"
La Rivera,"4.16411E+18"
Centenario,"4.25263E+18"
Santander,"5.44645E+18"
Versalles,"8.68323E+18"
Guayaquil,"3.44702E+18"
Urbanización Militar,-7.06509E+18
Los Alcázares,"5.58184E+18"
San Vicente,-6.04876E+17
Santa Teresita,"6.65767E+18"
El Calvario,"2.73224E+18"
Urbanización La Flora,-5.95084E+18
Ville Grande,"7.80409E+18"
Versalles,"6.94027E+18"
Chapinero,"6.05797E+18"
El Sena,-7.01402E+18
San Pedro,"1.93683E+18"
El Troncal,-4.90199E+18
San Vicente,-3.99152E+18
Sucre,-6.75797E+18
Juanambu,-8.69227E+18
Vipasa,-2.61389E+18
Chipichape,"3.55888E+18"
San Fernando Viejo,-3.92706E+18
El Calvario,"3.06678E+18"
Pampalinda,"4.85235E+18"
Santa Mónica Residencial,"1.87458E+18"
Julio Rincón,-8.93361E+18
República de Israel,"1.08402E+18"
Calima,"7.99434E+18"
Santander,"6.64414E+18"
Sucre,"6.7897E+18"
Quintas de Don Simón,"7.37831E+18"
Urbanización Ciudad Jardín,"3.90241E+18"
La Base,-6.26064E+17
San Pedro,-2.46551E+18
Unicentro Cali,-1.47123E+18
San Pedro,-3.10153E+18
Barrio Obrero,"4.01291E+18"
La Hacienda,-6.34512E+18
Unicentro Cali,"7.06091E+18"
Unicentro Cali,"3.00572E+18"
Unidad Residencial Santiago de Cali,-9.33478E+17
Unicentro Cali,"3.74521E+18"
Urbanización San Juaquín,"3.54859E+18"
Alameda,"8.389E+18"
Parcelaciones Pance,"7.07947E+18"
Santa Rosa,-8.00123E+18
Unicentro Cali,-2.08577E+17
La Independencia,"8.67706E+17"
El Peñón,"1.1632E+18"
Urbanización San Juaquín,-8.04811E+18
Sucre,"3.10281E+18"
El Cedro,-1.30932E+18
Unidad Residencial Santiago de Cali,"4.97384E+18"
Urbanización San Juaquín,"3.26976E+18"
Ciudad Capri,-7.42791E+18
La Ciudadela Confandi,-2.57636E+18
Urbanización Ciudad Jardín,-1.65828E+18
San Pedro,-7.40503E+18
