"nombre_barrio","cliente"
San Fernando Viejo,"3.1644E+18"
San Vicente,"3.58813E+18"
Lili,-5.407E+18
San Nicolás,-4.15447E+18
Unidad Residencial Santiago de Cali,"6.45425E+18"
Sucre,"8.18403E+18"
Santa Mónica Residencial,-8.57604E+18
San Vicente,"6.73082E+18"
Urbanización Ciudad Jardín,-1.89817E+18
Colseguros Andes,-3.77505E+18
Ciudad Los Álamos,-6.97706E+18
El Guabal,-8.75216E+18
Unicentro Cali,"7.69732E+18"
El Cedro,-6.72764E+18
La Paz,"4.96844E+18"
El Jardín,"5.9086E+17"
Belén,"1.60623E+18"
Calima,-7.69944E+17
Ciudad Los Álamos,"1.28786E+17"
El Cedro,"1.75079E+18"
Bolivariano,-9.1315E+18
El Calvario,-8.09237E+18
Fepicol,"4.1056E+18"
San Fernando Viejo,"4.81613E+18"
Urbanización Río Lili,"4.49556E+18"
El Guabal,-7.21818E+18
El Peñón,"7.65662E+18"
El Sena,-8.92177E+18
Chapinero,-1.52559E+18
Urbanización San Juaquín,-5.62951E+18
El Gran Limonar,"5.08461E+18"
El Cedro,"3.15382E+18"
La Ciudadela Confandi,"1.08607E+18"
Versalles,-8.57512E+18
Chipichape,-4.86369E+18
Santander,"2.90437E+18"
Colseguros Andes,-8.10741E+18
San Nicolás,"2.13961E+18"
San Pedro,"2.0594E+18"
El Lido,"3.98064E+18"
San Vicente,-8.07326E+18
Ciudad Capri,-6.81367E+18
San Fernando Nuevo,-8.12561E+18
Chapinero,"6.77261E+18"
San Pedro,-2.33203E+18
San Vicente,-6.43421E+18
San Pedro,"3.76897E+18"
Santa Isabel,"5.69224E+18"
Urbanización San Juaquín,-6.2578E+18
Versalles,"7.97554E+17"
Chipichape,"4.40017E+18"
Versalles,-8.70569E+18
San Vicente,"4.86876E+18"
El Sena,"3.82642E+18"
Versalles,"6.94959E+18"
Cristobal Colón,-3.53167E+17
San Pedro,"1.8096E+18"
El Sena,"8.92388E+18"
Ciudad Capri,"3.36999E+18"
Unidad Residencial Santiago de Cali,"8.61359E+18"
San Vicente,"9.05403E+18"
Santander,"5.43185E+18"
San Nicolás,-3.81667E+18
Colseguros Andes,"4.49936E+18"
San Nicolás,-3.7973E+18
San Vicente,"4.50261E+18"
El Sena,"4.36548E+18"
Santa Mónica Residencial,"3.82627E+18"
San Vicente,-8.5253E+18
Unidad Residencial Santiago de Cali,"3.89164E+18"
Área Libre-Parque del Amor,-6.40347E+18
Unicentro Cali,-1.05216E+18
El Calvario,-2.24272E+18
Unicentro Cali,-4.86792E+18
Vipasa,-6.23708E+18
Alameda,"4.24179E+18"
Ciudadela Floralia,"7.60012E+18"
El Sena,"4.19251E+18"
El Cedro,"4.55778E+18"
San Pedro,"3.42249E+18"
Urbanización Ciudad Jardín,-1.48335E+18
San Pedro,"5.36614E+18"
Juanambu,"8.33128E+17"
Urbanización Tequendama,-3.53988E+18
Ville Grande,-1.64666E+18
La Fortaleza,"3.73485E+18"
Urbanización Ciudad Jardín,"8.18756E+18"
El Peñón,"3.66481E+18"
San Fernando Nuevo,-8.29622E+18
Unicentro Cali,"7.11562E+18"
Urbanización La Flora,-7.94608E+18
Urbanización San Juaquín,"4.2721E+18"
Santa Mónica Residencial,"5.1483E+18"
Barrio Eucarístico,"3.26231E+18"
Juanambu,"4.4942E+18"
Juanambu,"8.66012E+18"
Parque de la Caña,-8.21398E+18
El Gran Limonar,"2.60171E+18"
Unicentro Cali,-8.8508E+18
San Vicente,-5.70704E+18
Santa Teresita,-3.30968E+18
La Merced,"8.49339E+18"
Unicentro Cali,"3.76682E+17"
Granada,-4.20377E+18
San Vicente,"3.96345E+18"
Junin,"3.87864E+17"
Bolivariano,"4.01645E+18"
Santa Mónica Residencial,"8.44018E+18"
Urbanización Ciudad Jardín,"6.09304E+18"
Las Acacias,-8.84606E+18
Urbanización Militar,-3.66668E+17
Urbanización San Juaquín,"1.67156E+18"
Mayapan-Las Vegas,-3.38491E+18
Colseguros Andes,-9.0943E+18
Urbanización San Juaquín,"1.71656E+18"
Urbanización Ciudad Jardín,"2.38909E+18"
Julio Rincón,-6.19002E+18
Urbanización Río Lili,-1.99135E+18
Unicentro Cali,"8.29328E+17"
Nueva Floresta del Ict,"5.01257E+18"
El Sena,"8.59545E+18"
San Pedro,-3.26529E+17
Canaveralejo-Seguros Patria,-8.41808E+17
La Ciudadela Confandi,"1.23366E+18"
San Fernando Nuevo,"6.10111E+18"
Desepaz Invicali,"2.75345E+18"
Ciudad Córdoba,"2.1393E+18"
Urbanización Río Lili,"6.71337E+18"
Unicentro Cali,-2.30324E+18
Chapinero,"6.85752E+18"
San Pedro,-3.31518E+16
Canaveralejo-Seguros Patria,-1.21368E+18
San Vicente,-8.68714E+18
San Vicente,"4.34823E+18"
San Vicente,-3.643E+18
Bolivariano,"1.61435E+18"
Lili,-1.64553E+18
Área Libre-Parque del Amor,-1.08787E+18
Colseguros Andes,"4.76128E+18"
Prados del Norte,-4.01975E+18
Jorge Eliecer Gaitan,-5.42652E+18
San Pedro,-5.07748E+18
Santa Mónica Residencial,"4.86758E+18"
Lili,"1.31013E+18"
Lili,"1.14335E+18"
Los Lagos,"6.34068E+18"
El Sena,"5.08829E+18"
El Limonar,-5.30614E+18
Los Alcázares,-4.80319E+18
Camino Real-Los Fundadores,-6.32626E+18
Santa Rita,-3.99318E+18
Unidad Residencial Santiago de Cali,"7.61445E+18"
Urbanización Ciudad Jardín,"6.03234E+18"
El Calvario,"1.34206E+18"
Junin,-7.72293E+18
Canaveralejo-Seguros Patria,"4.32139E+18"
Mayapan-Las Vegas,"5.74376E+18"
Santander,"7.06014E+18"
Santa Rosa,"8.96489E+18"
Unidad Residencial Santiago de Cali,"1.83505E+18"
Barrio Eucarístico,-1.58544E+18
El Cedro,"3.43206E+18"
Chipichape,"6.14845E+18"
El Calvario,-4.4434E+18
Chipichape,"1.61592E+18"
Lili,"7.25042E+18"
Unidad Residencial Santiago de Cali,"7.23923E+18"
San Pedro,"7.40759E+18"
San Pedro,"6.36486E+18"
Urbanización Ciudad Jardín,"4.67245E+18"
San Pedro,-4.24786E+17
Urbanización Militar,"3.39676E+18"
Sucre,"3.68376E+18"
Lili,"3.29374E+18"
Metropolitano del Norte,"5.06929E+18"
El Jardín,-6.99611E+18
Bretana,"9.0354E+18"
San Vicente,"7.67767E+18"
San Pedro,-4.68784E+18
Santa Mónica Residencial,-4.48453E+15
Bolivariano,-8.25177E+18
Urbanización Ciudad Jardín,-9.08784E+18
Ciudadela Paso Ancho,-3.07717E+18
Ciudad Capri,-3.92449E+18
San Judas Tadeo II,"4.02452E+17"
Mariano Ramos,"6.98155E+18"
La Merced,"5.66919E+18"
San Vicente,"1.81287E+18"
Chapinero,"7.96328E+18"
Canaveralejo-Seguros Patria,"6.36977E+18"
Santander,-7.9257E+18
Chipichape,-2.02955E+18
Urbanización San Juaquín,-2.5866E+18
Unidad Residencial Santiago de Cali,"8.11567E+18"
San Vicente,"8.49716E+18"
Unidad Residencial Santiago de Cali,"2.1992E+18"
El Sena,-6.06246E+18
Versalles,"3.57013E+18"
La Flora,-3.06758E+18
El Sena,"4.63288E+18"
Santa Isabel,-6.50526E+18
Calima,-2.62919E+18
Versalles,-8.15938E+17
Unicentro Cali,-5.95273E+18
Urbanización La Flora,"7.80581E+18"
El Cedro,-4.29589E+18
Urbanización Ciudad Jardín,-3.60989E+18
San Vicente,"7.68031E+18"
Siete de Agosto,"8.35619E+18"
San Pedro,-7.01346E+18
Manuela Beltrán,-5.58863E+18
Urbanización Río Lili,"5.19043E+18"
El Troncal,-2.25076E+18
Urbanización San Juaquín,"4.8986E+18"
Los Guaduales,-1.1216E+18
Unicentro Cali,"7.17702E+18"
Urbanización Militar,-6.13215E+18
El Sena,"4.83817E+18"
El Gran Limonar,-3.52392E+18
Prados del Norte,-7.20678E+18
San Vicente,-3.4394E+18
Prados del Norte,"7.54747E+17"
El Ingenio,"7.49081E+18"
Unicentro Cali,-3.85353E+18
El Sena,-8.37323E+18
Unicentro Cali,"1.08803E+18"
Mayapan-Las Vegas,-5.97441E+18
Versalles,-4.91013E+17
Urbanización San Juaquín,-7.75486E+18
Olaya Herrera,-9.18585E+18
José Manuel Marroquin I,"6.68109E+18"
El Sena,"3.56171E+18"
Urbanización San Juaquín,-1.25761E+17
Los Parques,-7.17369E+18
Porvenir,"8.79332E+18"
Chapinero,-5.39203E+18
Urbanización San Juaquín,"1.322E+18"
Los Alcázares,-6.4834E+18
Santa Mónica Residencial,"4.28163E+18"
Ciudad 2000,-7.44014E+18
Santa Teresita,-7.95486E+18
San Pedro,-6.27212E+18
La Ciudadela Confandi,-1.49141E+18
Ville Grande,"4.02527E+18"
El Calvario,"3.88493E+18"
Prados del Norte,"8.53983E+18"
San Vicente,"7.95489E+17"
Laureano Gómez,-5.84136E+18
Granada,-8.79234E+18
Santa Anita,-4.77092E+17
San Pedro,-3.28174E+18
Santa Mónica Residencial,-5.58407E+18
Villa del Prado-El Guabito,-1.17994E+18
El Peñón,"4.83459E+18"
Urbanización La Flora,-6.48624E+18
Unicentro Cali,-6.68559E+18
Primero de Mayo,-6.8558E+18
Lili,-4.60281E+18
Junin,"4.82537E+18"
Los Alcázares,"4.16092E+18"
Chipichape,"4.20734E+17"
El Cedro,-3.17746E+18
Calima,-3.1138E+18
Unidad Residencial Santiago de Cali,"5.85922E+18"
Juanambu,"8.48686E+18"
Santander,-6.72026E+18
Caney,-2.98464E+18
Santa Rosa,-8.13245E+18
La Flora,"9.03112E+18"
Chipichape,-4.44015E+18
Unidad Residencial Santiago de Cali,-8.10989E+18
Urbanización San Juaquín,"5.33155E+18"
La Paz,-8.71065E+18
San Fernando Viejo,"7.73964E+18"
Chapinero,-8.60325E+18
Calimio Desepaz,"7.1611E+18"
San Vicente,-7.79943E+18
Chipichape,"2.99676E+17"
San Pedro,"3.19288E+18"
Unicentro Cali,"4.40311E+18"
Versalles,-7.71391E+18
Santa Mónica Residencial,"8.36929E+18"
San Fernando Viejo,-2.0165E+18
Industrial,"1.78398E+18"
Calima,"2.31417E+18"
La Base,"3.50184E+18"
Área Libre-Parque del Amor,-9.75011E+16
San Vicente,-2.91771E+18
San Cristobal,-7.14274E+18
Junin,"3.65381E+18"
Brisas de los Álamos,-2.49243E+18
La Merced,"5.29173E+17"
Vipasa,"2.24688E+18"
Urbanización Ciudad Jardín,"5.13539E+18"
Colseguros Andes,-8.40989E+18
Chipichape,"6.50219E+18"
Prados del Norte,"1.80322E+18"
San Pedro,"2.68555E+18"
Urbanización Militar,-8.08588E+18
San Vicente,-8.02278E+18
San Vicente,-1.15248E+18
Versalles,"8.96435E+18"
El Cedro,-7.65543E+18
Las Granjas,-8.85714E+18
San Fernando Viejo,"2.15315E+18"
Nueva Floresta del Ict,"4.75759E+18"
Santa Mónica Residencial,-5.60535E+18
El Diamante,"2.25003E+18"
Parcelaciones Pance,"7.74912E+18"
Santa Isabel,"1.75633E+18"
Pampalinda,-4.73278E+18
Unidad Residencial Santiago de Cali,"3.24132E+18"
Junin,"7.05871E+18"
El Calvario,-5.45631E+17
San Vicente,"1.40297E+16"
Prados del Norte,-4.70201E+18
Santa Mónica Residencial,"2.76912E+18"
Urbanización San Juaquín,-7.17411E+18
La Flora,-1.23056E+18
Unidad Residencial Santiago de Cali,"7.97043E+18"
Urbanización San Juaquín,-7.01832E+18
Urbanización Tequendama,"3.87672E+18"
Ciudad Capri,-5.73144E+17
Unicentro Cali,-6.93971E+18
La Merced,-2.8689E+18
Unicentro Cali,-8.13084E+18
Junin,-8.68881E+18
El Refugio,"5.58842E+18"
Granada,"3.81876E+18"
Versalles,-1.41364E+18
Ville Grande,-8.81652E+17
Versalles,"2.43771E+18"
Versalles,"5.37253E+18"
Chapinero,"3.93559E+18"
Chipichape,"9.78035E+16"
Unicentro Cali,"6.55728E+18"
San Nicolás,"5.80323E+18"
Urbanización San Juaquín,-3.32498E+18
El Peñón,-7.90716E+18
San Pedro,-2.44944E+18
San Fernando Viejo,-2.40959E+18
Los Guayacanes,-8.9623E+18
Alfonso López I,"1.00596E+18"
Unicentro Cali,"7.7233E+18"
San Vicente,-4.17154E+17
La Flora,-1.9899E+18
Nueva Floresta del Ict,"6.19169E+18"
Colseguros Andes,"1.26738E+18"
El Ángel del Hogar,-8.97055E+18
Departamental,-7.97793E+18
El Troncal,"3.91557E+18"
Calimio Desepaz,"2.75504E+18"
El Calvario,-8.20724E+18
San Vicente,-9.07445E+18
Unidad Residencial Santiago de Cali,-6.85294E+18
Unicentro Cali,-2.59208E+18
Urbanización San Juaquín,-2.62831E+18
San Vicente,"8.96258E+17"
San Fernando Nuevo,-4.79993E+18
El Troncal,"3.32555E+18"
Santander,-8.18192E+18
San Vicente,"7.35453E+18"
Sucre,"2.57696E+18"
San Vicente,-5.77297E+18
Urbanización La Flora,"7.86746E+18"
Unidad Residencial Santiago de Cali,-8.6597E+18
Ciudad Universitaria,-5.03008E+18
Los Alcázares,"3.31655E+18"
Versalles,"3.58214E+18"
Camino Real-Joaquín Borrero,"5.07143E+16"
La Merced,-8.61382E+18
Desepaz Invicali,-1.36177E+18
Mayapan-Las Vegas,"6.61004E+16"
Santander,"3.59551E+17"
Centenario,"6.19559E+16"
Flora Industrial,"9.20694E+18"
Versalles,-8.37474E+18
Ciudad Los Álamos,-8.77351E+18
Juanambu,"5.86548E+18"
San Vicente,-4.66763E+18
Santa Rita,"9.20162E+18"
San Pedro,-7.85629E+18
Villa del Prado-El Guabito,-4.3307E+18
Parcelaciones Pance,-4.91764E+18
Santa Mónica Residencial,"6.77711E+18"
Centenario,"4.52801E+18"
Colseguros Andes,-2.58093E+18
Parcelaciones Pance,"1.0458E+18"
Urbanización San Juaquín,-1.1546E+18
San Pedro,"4.01089E+18"
Chipichape,-2.39108E+18
San Pedro,-1.43952E+18
Santa Mónica Residencial,"7.67764E+18"
Versalles,"3.53928E+18"
Los Alcázares,"3.97215E+18"
Lili,"4.32696E+18"
Urbanización San Juaquín,"6.0737E+18"
San Cristobal,-1.63729E+18
La Alianza,"7.81332E+18"
El Sena,-3.61197E+17
Versalles,"2.04669E+18"
Urbanización Ciudad Jardín,-3.5602E+18
Calima,-5.22152E+18
San Vicente,-3.0844E+18
San Vicente,"1.71939E+18"
Urbanización Ciudad Jardín,"1.70458E+18"
Los Parques,"3.01876E+18"
La Base,-5.77683E+18
Prados del Norte,"5.92636E+18"
Versalles,"3.55231E+18"
San Pedro,"8.38047E+18"
La Alianza,-1.3053E+17
San Fernando Viejo,"3.3871E+17"
San Vicente,-8.59168E+18
San Nicolás,-4.2049E+18
San Vicente,"1.78673E+18"
Santa Mónica Residencial,-6.74303E+18
Prados del Norte,"8.29138E+18"
Mayapan-Las Vegas,"7.81014E+18"
Urbanización Tequendama,"5.07999E+18"
San Pedro,"2.14475E+17"
Flora Industrial,"2.81769E+18"
Urbanización Militar,-1.69641E+18
Santa Mónica Residencial,"7.87697E+18"
San Pedro,"5.86835E+18"
San Fernando Nuevo,"7.0213E+18"
San Vicente,"3.09536E+18"
San Vicente,-2.42485E+18
El Calvario,-5.10579E+18
San Nicolás,"4.47164E+18"
San Vicente,-2.08104E+17
La Alianza,"6.66858E+16"
San Pedro,-5.95084E+18
San Pedro,-2.30297E+18
Unidad Residencial Santiago de Cali,"8.38047E+18"
La Merced,"7.85113E+18"
Urbanización Tequendama,-3.06898E+18
El Gran Limonar,"2.12032E+18"
El Sena,-8.7205E+18
Los Alcázares,"6.38498E+18"
San Pedro,"6.72732E+18"
El Cedro,"6.94813E+18"
Prados del Norte,-3.1005E+18
San Pedro,"2.44341E+18"
Parque de la Caña,"7.30115E+18"
Las Granjas,-5.10841E+18
El Cedro,-8.94117E+18
Junin,"6.68547E+16"
Versalles,"7.05059E+18"
Santa Rita,-9.11027E+18
San Pedro,-7.49904E+18
San Pedro,-7.35812E+18
Nueva Floresta del Ict,"6.51801E+18"
San Nicolás,"8.80979E+17"
Los Alcázares,"2.78717E+18"
Urbanización Ciudad Jardín,"5.99486E+18"
Versalles,"4.97356E+18"
Sucre,-4.457E+18
Unidad Residencial Santiago de Cali,"1.22455E+18"
San Vicente,"5.9005E+18"
José M. Córdoba,"4.33513E+18"
Chapinero,"2.3342E+18"
Parcelaciones Pance,"7.22941E+16"
Ciudad Capri,"5.01137E+18"
Unicentro Cali,-1.09782E+18
San Pedro,"4.50828E+17"
San Nicolás,-1.17326E+18
El Sena,"6.97877E+18"
Chipichape,"4.27833E+18"
La Flora,-8.35655E+18
Ciudad Los Álamos,-2.56475E+18
Puerta del Sol,-3.14953E+18
Urbanización Tequendama,-1.35291E+18
Municipal,-2.78094E+18
Unicentro Cali,"2.04192E+18"
Área Libre-Parque del Amor,-4.57089E+18
Belén,-9.1223E+18
Unidad Residencial Santiago de Cali,-1.63936E+18
Canaverales Los Samanes,"3.46166E+18"
Los Cambulos,-1.67508E+18
José M. Córdoba,-2.33517E+18
San Fernando Viejo,-3.83016E+18
Prados del Norte,-4.08655E+18
Unicentro Cali,"1.71943E+18"
Los Cambulos,"1.89769E+18"
San Vicente,"9.15606E+17"
San Vicente,-7.08147E+18
El Guabal,"6.75391E+18"
San Pedro,-8.65727E+18
El Peñón,"2.56143E+18"
Parcelaciones Pance,"5.40945E+18"
Unicentro Cali,-1.42246E+18
Los Lagos,-6.96266E+18
Porvenir,"4.78703E+18"
Chipichape,-3.86665E+18
San Antonio,"4.82327E+18"
Los Alcázares,"2.55925E+18"
Santa Teresita,-8.73608E+18
Parcelaciones Pance,"6.30612E+17"
Chapinero,-8.29348E+17
Unidad Residencial Santiago de Cali,"5.26896E+18"
Sucre,-1.12036E+17
Urbanización Río Lili,-3.47985E+18
Calima,-2.94911E+18
San Fernando Nuevo,"3.2344E+18"
El Troncal,"3.40668E+18"
La Paz,"4.79786E+18"
Chapinero,-4.01473E+18
Urbanización Tequendama,"3.98126E+18"
San Fernando Viejo,"5.11209E+18"
Urbanización San Juaquín,"2.56529E+18"
El Sena,"7.15874E+18"
Granada,"7.85268E+18"
Sucre,"3.17357E+18"
San Fernando Nuevo,-7.5974E+18
Unicentro Cali,-3.73765E+18
Laureano Gómez,"1.64509E+18"
El Sena,-4.10744E+18
La Merced,-5.80657E+18
San Vicente,-3.76582E+18
Los Lagos,-8.68434E+18
San Fernando Viejo,-1.92209E+18
El Gran Limonar,-9.12108E+18
Urbanización Tequendama,-2.72772E+18
Los Alcázares,"8.03699E+18"
San Vicente,-7.114E+18
Santander,"4.14795E+18"
San Pedro,-3.218E+18
Canaverales Los Samanes,"1.42265E+18"
Prados del Norte,-7.85274E+18
Chapinero,-6.0331E+18
Chipichape,-8.26339E+18
Unidad Residencial Santiago de Cali,-5.94975E+18
El Cedro,-8.96305E+18
Bretana,-8.30159E+18
Urbanización Tequendama,"3.44891E+18"
Chapinero,-5.67985E+18
El Sena,-5.37817E+18
Lili,"7.18237E+18"
Ciudad Capri,-3.00026E+18
Lili,-1.65961E+18
Urbanización San Juaquín,"8.46854E+18"
Granada,"7.91994E+18"
Versalles,-9.67152E+16
Chapinero,-6.99268E+18
El Gran Limonar,-8.77247E+18
El Calvario,"4.96167E+18"
Lili,-7.55018E+18
San Pedro,-2.01904E+18
San Fernando Viejo,-6.06118E+17
San Vicente,"6.05757E+17"
Los Guayacanes,-1.15753E+18
San Pedro,-3.6861E+18
Los Alcázares,"7.9615E+18"
Urbanización Militar,-9.7185E+17
La Merced,"2.10638E+18"
Urbanización San Juaquín,"3.98397E+18"
El Cedro,-8.99677E+17
El Troncal,"6.34207E+18"
El Cedro,-2.42241E+18
Urbanización La Flora,-2.15083E+18
Versalles,"8.77176E+18"
Calima,-8.85677E+18
El Jordán,"6.4991E+18"
Los Alcázares,"3.77193E+18"
Urbanización Ciudad Jardín,"6.14291E+18"
Calima,"8.56356E+18"
San Vicente,-8.60777E+18
Los Guaduales,"3.82633E+18"
Chipichape,"3.99044E+18"
Calima,"6.6144E+18"
San Pedro,-6.37153E+18
Juanambu,-1.97651E+18
Chipichape,"6.38992E+18"
Mayapan-Las Vegas,-5.18699E+18
La Rivera,-1.28835E+18
Versalles,-8.11945E+18
El Sena,-3.39615E+18
Unidad Residencial Santiago de Cali,-2.21977E+18
San Vicente,-5.41658E+18
Ciudad Los Álamos,"8.29585E+18"
Santa Mónica Residencial,-1.90583E+18
Urbanización Militar,-3.53579E+18
Ciudad Capri,"9.07805E+18"
Nueva Tequendama,-3.95678E+18
San Pedro,-6.14286E+18
Santander,-7.56645E+18
Chapinero,"3.02529E+18"
San Pedro,"6.47974E+18"
El Cedro,"6.59208E+18"
El Cedro,-1.1661E+18
Prados del Norte,-6.13298E+18
El Sena,-5.29095E+18
Calima,"3.51598E+18"
Calima,"4.62427E+18"
Urbanización Militar,"3.88743E+18"
El Calvario,-7.98197E+18
Ciudadela del Río,-6.05285E+18
El Calvario,"6.17615E+18"
Urbanización Ciudad Jardín,-3.73888E+18
Los Alcázares,-7.74507E+18
La Rivera,"1.71686E+18"
Santa Mónica Residencial,-6.54696E+18
Santa Teresita,-9.00332E+18
Chipichape,"5.82813E+18"
San Nicolás,-2.49221E+18
Parcelaciones Pance,"7.18887E+18"
San Pedro,-5.71097E+18
Versalles,-7.90233E+18
Lili,-2.74049E+17
Los Alcázares,-3.23108E+18
Versalles,"5.83035E+18"
El Calvario,"8.17444E+18"
Unicentro Cali,"6.51561E+17"
Santa Rita,"5.72117E+18"
San Vicente,"3.85452E+18"
Villa del Prado-El Guabito,"4.9154E+18"
San Pedro,"2.69527E+18"
San Antonio,"1.34972E+18"
San Pedro,-4.69316E+18
Los Guaduales,"5.26657E+18"
San Nicolás,"1.16629E+18"
San Fernando Viejo,-6.24599E+18
Santa Mónica Residencial,-4.52772E+17
Champagnat,-8.31652E+17
San Pedro,-6.61799E+18
Granada,"1.38395E+18"
Calima,"8.13607E+18"
Caney,-6.82157E+18
La Merced,-6.50482E+18
Junin,"7.27732E+18"
San Pedro,"7.98898E+17"
El Hoyo,"8.70395E+18"
Santa Teresita,-4.90265E+18
Santa Mónica Residencial,-1.71745E+18
San Vicente,-5.63349E+18
San Vicente,-5.71782E+17
Ciudad Córdoba,-1.9175E+18
Versalles,-3.29014E+17
Urbanización Ciudad Jardín,"8.61693E+18"
Mayapan-Las Vegas,"9.19117E+18"
Sucre,-6.0628E+18
Granada,-7.82E+18
El Sena,"3.69658E+18"
San Nicolás,"1.39677E+18"
Parcelaciones Pance,-2.58039E+18
Los Guaduales,-6.45646E+18
Mayapan-Las Vegas,"5.37167E+18"
José M. Córdoba,-8.03495E+18
Santander,"7.62726E+18"
San Pedro,-8.35889E+18
Porvenir,-6.56687E+16
San Pedro,"8.52584E+18"
Juanambu,"2.17476E+18"
Urbanización La Flora,-4.25164E+18
El Calvario,"8.68903E+18"
San Vicente,"4.29908E+18"
Parcelaciones Pance,"1.73758E+18"
La Paz,-4.20698E+18
Unidad Residencial Santiago de Cali,-4.40444E+18
Lleras Restrepo II,"8.67495E+18"
Ville Grande,-1.45402E+18
Unicentro Cali,"4.1259E+18"
Urbanización Ciudad Jardín,-2.06845E+18
San Vicente,"9.16E+18"
San Vicente,"8.50966E+18"
Centenario,-7.83896E+18
San Pedro,"6.29804E+18"
San Vicente,-3.64112E+18
La Ciudadela Confandi,"4.07571E+18"
San Vicente,-4.30519E+18
San Vicente,-1.91249E+18
Colseguros Andes,-3.25732E+18
Los Guayacanes,-3.39153E+18
Mayapan-Las Vegas,-4.12653E+18
San Pedro,-5.90903E+18
El Sena,"3.44512E+17"
Santa Mónica Residencial,"4.06199E+18"
Unicentro Cali,-8.64019E+18
San Vicente,-7.22643E+18
San Vicente,"5.19271E+17"
Canaverales Los Samanes,"2.06469E+18"
El Sena,-7.33057E+18
Urbanización San Juaquín,"4.60766E+18"
El Cedro,-5.55541E+18
La Ciudadela Confandi,"3.35219E+16"
San Pedro,"4.56411E+18"
Urbanización Militar,-1.38752E+18
Junin,"3.58866E+18"
Chipichape,"4.95493E+18"
Urbanización San Juaquín,"3.35527E+18"
El Calvario,-3.62193E+18
Urbanización San Juaquín,"7.58427E+18"
San Vicente,"3.1801E+18"
Parcelaciones Pance,"2.31803E+18"
San Vicente,-7.2225E+18
Ciudad Capri,"8.26649E+18"
Lili,"8.52073E+18"
Unidad Residencial Santiago de Cali,"7.92215E+18"
Urbanización Militar,-2.0909E+18
Lili,-6.35832E+18
Colseguros Andes,"9.07957E+18"
El Troncal,-7.30081E+18
El Gran Limonar,"1.21007E+18"
El Diamante,-7.41175E+18
Prados del Norte,-8.26065E+18
La Floresta,-5.39306E+18
San Nicolás,"8.73255E+18"
Urbanización San Juaquín,"5.63521E+18"
Urbanización Río Lili,-7.94518E+18
El Cedro,"2.13587E+18"
San Vicente,-7.92838E+18
El Cedro,"1.68342E+18"
San Vicente,-6.4127E+18
Ciudad Capri,-8.19418E+18
Saavedra Galindo,"1.8791E+18"
San Nicolás,-5.04061E+18
Ulpiano Lloreda,-4.87175E+18
Los Alcázares,-6.58958E+18
Urbanización San Juaquín,-4.57843E+18
San Vicente,"7.72761E+18"
Santa Mónica Residencial,-5.19188E+18
San Vicente,-7.3485E+18
Ciudad Campestre,"9.01486E+18"
Santa Mónica Residencial,-7.70455E+18
Ciudad Capri,"2.96826E+18"
San Pedro,-4.47172E+18
Bretana,"5.8935E+18"
Ulpiano Lloreda,"3.51032E+18"
La Merced,-8.8017E+18
Urbanización Tequendama,"6.46652E+18"
Lili,-1.265E+17
El Gran Limonar,-2.36169E+18
Junin,"3.69952E+18"
Urbanización La Flora,-1.39346E+18
Versalles,-5.96753E+18
Santander,"5.31143E+18"
El Calvario,"5.09642E+18"
Unicentro Cali,-4.43447E+18
El Calvario,-4.37262E+18
Lili,"7.10159E+18"
El Peñón,"4.83444E+18"
Unicentro Cali,-4.75937E+17
Versalles,"7.01539E+17"
Unicentro Cali,"7.77591E+17"
Urbanización La Flora,"3.55251E+18"
Unidad Residencial Santiago de Cali,"2.04337E+18"
San Vicente,"3.95088E+18"
San Fernando Viejo,"3.55362E+18"
Los Guaduales,-4.45017E+18
El Cedro,"1.66988E+18"
Junin,-6.41437E+18
San Pedro,"2.04337E+18"
El Sena,"5.09243E+18"
Manzanares,-3.1778E+18
La Independencia,-7.55253E+18
Unidad Residencial Santiago de Cali,"4.01089E+18"
Versalles,-7.733E+18
Parcelaciones Pance,"1.78146E+18"
Santa Mónica Residencial,-6.1094E+18
Caldas,-1.39849E+18
El Calvario,-9.0421E+18
Paseo del Comercio,-1.09248E+18
San Vicente,-6.82898E+18
Santander,-4.8044E+18
Julio Rincón,"3.45797E+18"
Unidad Residencial Santiago de Cali,"7.04557E+18"
Santa Rita,"1.7541E+18"
San Fernando Nuevo,"3.71433E+18"
Siloe,"1.06717E+18"
Calimio Desepaz,"1.34594E+18"
El Gran Limonar,-3.5688E+18
Guayaquil,-5.24044E+18
Santander,"7.9887E+18"
El Jordán,-4.26546E+18
El Troncal,"1.17538E+18"
La Merced,"4.90381E+18"
Lili,-5.00153E+18
Parcelaciones Pance,-1.8069E+18
Granada,-9.7671E+17
El Troncal,-1.20667E+18
Santa Rita,"2.34722E+18"
Unidad Residencial Santiago de Cali,-8.57427E+18
Urbanización Río Lili,"4.0083E+17"
Ville Grande,"2.80142E+18"
San Pedro,-2.73123E+18
Chapinero,-5.02886E+18
Urbanización La Flora,"6.99591E+18"
La Merced,-5.53763E+18
Santa Mónica Residencial,-4.45888E+18
San Vicente,"7.34484E+17"
La Merced,"3.20407E+18"
Los Cambulos,-1.56796E+18
Unidad Residencial Santiago de Cali,-3.81796E+18
Urbanización Ciudad Jardín,-1.47366E+17
Chipichape,"1.37089E+18"
Lili,-2.42751E+18
San Pedro,"5.87799E+18"
